text,label,sub,verb,obj
why do i still not have my bags ? they arrived amp website says they re still at the airport . . hours late flightr ? ? ? ! ! nothappy,0,3,8,1
i would like to send an email to lost and found at jetblue jfk i spoke to them this morning but cannot drive their today .,0,3,12,3
i tried again with your in flight wifi fail,0,3,12,2
too bad you say it takes to days via your confirmation email . when i inquired after weeks you claim to weeks !,0,2,8,2
it looks like a mistake,1,3,8,3
are there any food places open at the jfk t ?,1,3,8,3
how am i supposed to cancelled flight it if i can t do it online ? i don t want to lose all the funds on the ticket . help ! ! ! (,0,3,8,3
"i have used you guys for most my travels , but this last experience i will never use southwest again ! worstcustomerservice",0,3,8,2
then why do you bother responding ? your customer service is the worst . never using you guys again .,0,3,8,2
destinationdragons any word on winners of contest ? any chance for tix for the provo destinationdragons show ? fingers crossed !,1,3,8,3
i can t get through to a customer rep to help me out . this is the only option i have got .,0,3,6,1
"except now there is no wait time , the phone system just hangs up on you . so continuing to hold won t help .",0,3,8,2
thanks for the fb . message telling me i will have to wait between days . i m waiting .,1,3,4,1
round trip tickets just arrived for our auction at the post masters invitational ! thanks southwest ! http t . co mrfbjtepef,0,3,8,1
how will i change it ?,1,3,4,3
"i will do delayed baggage claim when i land . hopefully the bag isn t broken into , damaged or lost w c will result in more complaints",0,3,4,3
i love the dancing little richard . cool beans .,0,3,8,3
"handled on the phone . unfortunately it wiped out an entire trip , which is why i m so displeased .",0,3,8,3
"just when i thought you guys were done messing up , you make it worse . your airline ruins hopes and dreams .",0,3,12,2
"figure it out , have had cancelled flightled flights in the past week . now coming home hour delay , and cart that pulls plane just broke",0,3,12,3
didn t find them unfortunately ( but he was very helpful and took down my info incase they do get found,0,3,8,3
but you guys should know that musicians are very sensitive about the safety of their instruments when flying . for good reason .,0,2,8,3
never got any notification that flight was cancelled flighted today . correct phone and email on file . not a happy customer .,0,3,12,3
it eventually arrived . just seemed really slow . ),0,3,12,3
"i was on flt tomorrow , they moved me to . i need it moved to tuesday . the roads won t be better for flight . thanks",0,3,12,3
i understand you are busy but i have still gotten no answer . i need to get home and you guys have not helped at all,0,3,8,2
"the css on your site is a right now , please fix . site unusable .",0,2,8,3
will not have to honor absurdly low mistake fares . http t . co z jv ilw v a,1,3,8,3
flight is delayed so will miss connecting flight can you please help with alternate ? thank you .,0,3,3,2
that s the number i called it wouldn t let me speak to an agent because of the issues with weather today,0,3,8,3
"feeling poor on the church mouse level here , dollars is enough to make a grown man cry . i m not a grown man but tears happened",0,3,12,3
premier gold desk changes flight . waives fees . gives me wrong flight . now jana acosta in salt lake refuses the same service . angry .,0,3,8,1
"not sure , however my ticket included one checked bag , therefore this charge was extra and completely unanticipated .",0,3,12,1
can we get any ( free ) upgrade because all the problems we ve had ? our reservation is mkwlkr .,0,1,6,3
stop pretending you care about the welfare of my daughter . united airlines had the opportunity to help n failed united airlines,0,2,12,2
"please thank mellie at cae , tammy in baggage claim at clt excellent customer service day , but i have a complaint .",0,3,8,3
needs to offer a college student discount so i can fly home,1,3,4,3
what s going on with lga fll . . poor to no communication from gate agents ? ?,0,3,7,3
"some rd party service known as ezee flights . a man , who confirmed he was born in india , told me his name was steve wilson .",1,3,12,3
"hey , first time flyer next week excited ! but i m having a hard time getting my flights added to my elevate account . help ?",0,3,12,1
check in and it s still saying i haven t paid . i ve called back twice was on hold for minutes then they answered and hung up . i,0,0,12,3
i m asking if you can simplify the communications thx,0,3,8,2
"do you think there will problems at newark , nj on saturday due to expected snow ?",1,0,8,2
can you please dm me who i can speak with regarding my receipts and who i can email a presidential level complaint,0,2,4,1
"and also , it s great that you tweet complainers , but what about the in person help when i need it ? robyn f . in manch useless .",0,2,8,3
"no no no , you dm me , i pay you money and you want to me to reach out to you for help ? how about the other way around",0,2,8,1
i wannaa go to the vegas show so bad id doo anything destinationdragons,1,3,12,3
it s ok i was supposed to be in california hrs ago,0,3,12,3
you re killing me now . ) you got me ! smitten trueblue,0,2,12,1
so you fail again flight to rdu sitting waiting on flight attendants . your logistics are not good,0,2,8,3
well for a start it would be nice if your ticket was actually in the system when you change a flight,0,3,8,3
your employees were great !,0,2,12,3
that s not weather relate flightd . you are just being nice and blaming the weather . airport just wasn t prepared . investigation time .,0,3,8,3
why is the site down ? when will it be back up ?,0,3,8,3
is a bag that is l x w x h allowed as a carry on ?,1,3,8,3
have been trying to get canx flight resched since noon . got call backs but call disconnects as soon as i answer,0,0,8,3
app updated with passbook support http t . co wrwqrublps via,1,3,8,3
? i had exceptional service on flight from ind to phx ! !,0,3,12,3
thanks however i feel like the system has failed me what is the solution ?,0,3,8,1
i am going to keep these tweets coming till aa does something . . . which i know is nothing . . hoping i go way . . . not likely .,0,3,8,3
"vipliveinthevieyard first time we tried to redeem pts for anything , it really did not go well . disappointed",0,1,12,3
. . . do i have to even say anything ? over hours on hold . . . no one has ever sucked as much as you . http t . co ncrmqibiwo,0,3,8,2
i keep getting hung up on . please respond so i can book a ticket with you . i won t be able to buy one unless i speak to someone !,0,3,12,3
had mom sit for hours waiting for a flight they ultimately cancelled flighted to give her a tuesday morning flight . . . no compensation . ugh,0,3,10,3
i dmed,0,3,12,0
minutes and moved two feet in bze . http t . co awgjkjiiac,0,3,12,3
baggage woman said it was in blatimore and would be on a plane this morning . now they can t find it . wtf ! ? ? ?,0,3,12,3
when are the two free flights promo coming back ? ! looking into the premiere card but might hold off or go with another option !,1,3,8,3
any plans to support applepay on board ? i have the usairways mc and it would be nice to still use it if i forget the card .,1,3,8,3
how come i have no baggage updates .,0,3,8,3
service staff to is less than friendly !,0,3,8,3
why did you put my luggage on the plane after mine ? then not deliver it to me like you said ? now show the claim as closed online ?,0,3,12,2
will call . thank you !,0,2,4,2
thank you for your kind response . the acknowledgement and apology go a long way ! southwestrocks,0,2,8,2
"oh no , i m rebooked , hours after my original arrival time . we can talk compensation .",0,3,4,3
